strategy,symbol,signal_date,execution_date,state,base_amount,extra_amount,crash_fund_amount,final_amount,reason_codes,planned_normal,planned_crash,total_planned,unallocated_cash
dca_l2_v2,AAPL,2025-05-12,2025-05-13,medium_drawdown,11.25,1.79,0.0,13.04,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2025-05-12,2025-05-13,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2025-05-12,2025-05-13,small_drawdown,3.75,0.09,0.0,3.84,['EXTRA_DIP_BUY'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-05-12,2025-05-13,,,,,,,76.88,0.0,76.88,285.61
dca_l2_v2,BYDDY,2025-05-19,2025-05-20,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2025-05-19,2025-05-20,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-05-19,2025-05-20,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-05-19,2025-05-20,medium_drawdown,11.25,1.77,0.0,13.02,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2025-05-19,2025-05-20,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2025-05-19,2025-05-20,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-05-19,2025-05-20,,,,,,,76.77,0.0,76.77,208.84
dca_l2_v2,BYDDY,2025-05-23,2025-05-27,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2025-05-23,2025-05-27,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-05-23,2025-05-27,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-05-23,2025-05-27,medium_drawdown,11.25,1.78,0.0,13.03,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2025-05-23,2025-05-27,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2025-05-23,2025-05-27,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-05-23,2025-05-27,,,,,,,76.78,0.0,76.78,132.06
dca_l2_v2,BYDDY,2025-06-02,2025-06-03,medium_drawdown,22.5,4.53,0.0,27.03,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-06-02,2025-06-03,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-06-02,2025-06-03,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-06-02,2025-06-03,small_drawdown,11.25,1.35,0.0,12.6,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2025-06-02,2025-06-03,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2025-06-02,2025-06-03,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-06-02,2025-06-03,,,,,,,80.88,0.0,80.88,319.12
dca_l2_v2,BYDDY,2025-06-09,2025-06-10,medium_drawdown,22.5,4.1,0.0,26.6,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-06-09,2025-06-10,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-06-09,2025-06-10,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-06-09,2025-06-10,small_drawdown,11.25,1.38,0.0,12.63,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2025-06-09,2025-06-10,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2025-06-09,2025-06-10,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-06-09,2025-06-10,,,,,,,80.48,0.0,80.48,238.64
dca_l2_v2,BYDDY,2025-06-16,2025-06-17,medium_drawdown,22.5,4.05,0.0,26.55,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-06-16,2025-06-17,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-06-16,2025-06-17,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-06-16,2025-06-17,medium_drawdown,11.25,1.58,0.0,12.83,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2025-06-16,2025-06-17,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2025-06-16,2025-06-17,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-06-16,2025-06-17,,,,,,,80.63,0.0,80.63,158.01
dca_l2_v2,BYDDY,2025-06-23,2025-06-24,medium_drawdown,22.5,4.87,0.0,27.37,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,MSFT,2025-06-23,2025-06-24,normal,16.5,0.0,0.0,16.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,NVDA,2025-06-23,2025-06-24,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2025-06-23,2025-06-24,small_drawdown,11.25,0.12,0.0,11.37,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,ASML,2025-06-23,2025-06-24,normal,7.5,0.0,0.0,7.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2025-06-23,2025-06-24,normal,3.75,0.0,0.0,3.75,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-06-23,2025-06-24,,,,,,,58.01,0.0,58.01,100.0
dca_l2_v2,BYDDY,2025-06-30,2025-07-01,medium_drawdown,18.0,4.48,0.0,22.48,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-06-30,2025-07-01,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2025-06-30,2025-07-01,normal,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-06-30,2025-07-01,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2025-06-30,2025-07-01,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2025-06-30,2025-07-01,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-06-30,2025-07-01,,,,,,,64.48,0.0,64.48,335.52
dca_l2_v2,BYDDY,2025-07-07,2025-07-08,deep_drawdown,18.0,4.87,25.0,47.87,"['EXTRA_DIP_BUY', 'CRASH_FUND_PLANNED']",,,,
dca_l2_v2,MSFT,2025-07-07,2025-07-08,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2025-07-07,2025-07-08,normal,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-07-07,2025-07-08,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2025-07-07,2025-07-08,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2025-07-07,2025-07-08,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-07-07,2025-07-08,,,,,,,64.87,25.0,89.87,245.65
dca_l2_v2,BYDDY,2025-07-14,2025-07-15,deep_drawdown,18.0,4.81,25.0,47.81,"['EXTRA_DIP_BUY', 'CRASH_FUND_PLANNED']",,,,
dca_l2_v2,MSFT,2025-07-14,2025-07-15,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2025-07-14,2025-07-15,normal,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-07-14,2025-07-15,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2025-07-14,2025-07-15,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2025-07-14,2025-07-15,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-07-14,2025-07-15,,,,,,,64.81,25.0,89.81,155.84
dca_l2_v2,BYDDY,2025-07-21,2025-07-22,medium_drawdown,18.0,3.77,0.0,21.77,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-07-21,2025-07-22,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2025-07-21,2025-07-22,normal,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-07-21,2025-07-22,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2025-07-21,2025-07-22,medium_drawdown,6.0,0.94,0.0,6.94,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2025-07-21,2025-07-22,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-07-21,2025-07-22,,,,,,,64.71,0.0,64.71,91.13
dca_l2_v2,BYDDY,2025-07-28,2025-07-29,medium_drawdown,18.0,3.85,0.0,21.85,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,MSFT,2025-07-28,2025-07-29,normal,13.2,0.0,0.0,13.2,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,NVDA,2025-07-28,2025-07-29,normal,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2025-07-28,2025-07-29,normal,9.0,0.0,0.0,9.0,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,ASML,2025-07-28,2025-07-29,medium_drawdown,6.0,0.85,0.0,6.85,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2025-07-28,2025-07-29,small_drawdown,3.0,0.02,0.0,3.02,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-07-28,2025-07-29,,,,,,,41.13,0.0,41.13,50.0
dca_l2_v2,BYDDY,2025-08-04,2025-08-05,deep_drawdown,22.5,7.71,25.0,55.21,"['EXTRA_DIP_BUY', 'CRASH_FUND_PLANNED']",,,,
dca_l2_v2,MSFT,2025-08-04,2025-08-05,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-08-04,2025-08-05,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-08-04,2025-08-05,small_drawdown,11.25,0.04,0.0,11.29,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2025-08-04,2025-08-05,medium_drawdown,7.5,1.39,0.0,8.89,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2025-08-04,2025-08-05,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-08-04,2025-08-05,,,,,,,84.14,25.0,109.14,290.86
dca_l2_v2,BYDDY,2025-08-11,2025-08-12,deep_drawdown,22.5,6.43,25.0,53.93,"['EXTRA_DIP_BUY', 'CRASH_FUND_PLANNED']",,,,
dca_l2_v2,MSFT,2025-08-11,2025-08-12,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-08-11,2025-08-12,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-08-11,2025-08-12,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2025-08-11,2025-08-12,medium_drawdown,7.5,1.14,0.0,8.64,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2025-08-11,2025-08-12,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-08-11,2025-08-12,,,,,,,82.57,25.0,107.57,183.29
dca_l2_v2,BYDDY,2025-08-18,2025-08-19,deep_drawdown,22.5,5.63,25.0,53.13,"['EXTRA_DIP_BUY', 'CRASH_FUND_PLANNED']",,,,
dca_l2_v2,MSFT,2025-08-18,2025-08-19,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-08-18,2025-08-19,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-08-18,2025-08-19,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2025-08-18,2025-08-19,small_drawdown,7.5,0.74,0.0,8.24,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2025-08-18,2025-08-19,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-08-18,2025-08-19,,,,,,,81.37,25.0,106.37,76.92
dca_l2_v2,BYDDY,2025-08-25,2025-08-26,medium_drawdown,22.5,5.36,0.0,27.86,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,MSFT,2025-08-25,2025-08-26,small_drawdown,16.5,0.29,0.0,16.79,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,NVDA,2025-08-25,2025-08-26,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2025-08-25,2025-08-26,normal,11.25,0.0,0.0,11.25,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,ASML,2025-08-25,2025-08-26,small_drawdown,7.5,0.58,0.0,8.08,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2025-08-25,2025-08-26,normal,3.75,0.0,0.0,3.75,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-08-25,2025-08-26,,,,,,,51.93,0.0,51.93,24.99
dca_l2_v2,BYDDY,2025-08-29,2025-09-02,medium_drawdown,18.0,4.41,0.0,22.41,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-08-29,2025-09-02,small_drawdown,13.2,0.08,0.0,13.28,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,NVDA,2025-08-29,2025-09-02,normal,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-08-29,2025-09-02,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2025-08-29,2025-09-02,small_drawdown,6.0,0.68,0.0,6.68,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2025-08-29,2025-09-02,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-08-29,2025-09-02,,,,,,,65.17,0.0,65.17,334.83
dca_l2_v2,BYDDY,2025-09-08,2025-09-09,deep_drawdown,18.0,4.58,25.0,47.58,"['EXTRA_DIP_BUY', 'CRASH_FUND_PLANNED']",,,,
dca_l2_v2,MSFT,2025-09-08,2025-09-09,small_drawdown,13.2,0.61,0.0,13.81,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,NVDA,2025-09-08,2025-09-09,small_drawdown,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-09-08,2025-09-09,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2025-09-08,2025-09-09,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2025-09-08,2025-09-09,small_drawdown,3.0,0.07,0.0,3.07,['EXTRA_DIP_BUY'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-09-08,2025-09-09,,,,,,,65.26,25.0,90.26,244.57
dca_l2_v2,BYDDY,2025-09-15,2025-09-16,medium_drawdown,18.0,4.09,0.0,22.09,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-09-15,2025-09-16,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2025-09-15,2025-09-16,normal,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-09-15,2025-09-16,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2025-09-15,2025-09-16,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2025-09-15,2025-09-16,small_drawdown,3.0,0.11,0.0,3.11,['EXTRA_DIP_BUY'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-09-15,2025-09-16,,,,,,,64.2,0.0,64.2,180.37
dca_l2_v2,BYDDY,2025-09-22,2025-09-23,medium_drawdown,18.0,3.97,0.0,21.97,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-09-22,2025-09-23,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2025-09-22,2025-09-23,normal,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-09-22,2025-09-23,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2025-09-22,2025-09-23,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2025-09-22,2025-09-23,small_drawdown,3.0,0.05,0.0,3.05,['EXTRA_DIP_BUY'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-09-22,2025-09-23,,,,,,,64.02,0.0,64.02,116.35
dca_l2_v2,BYDDY,2025-09-29,2025-09-30,medium_drawdown,18.0,4.05,0.0,22.05,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,MSFT,2025-09-29,2025-09-30,normal,13.2,0.0,0.0,13.2,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,NVDA,2025-09-29,2025-09-30,normal,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2025-09-29,2025-09-30,normal,9.0,0.0,0.0,9.0,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,ASML,2025-09-29,2025-09-30,normal,6.0,0.0,0.0,6.0,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2025-09-29,2025-09-30,small_drawdown,3.0,0.07,0.0,3.07,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-09-29,2025-09-30,,,,,,,41.36,0.0,41.36,74.99
dca_l2_v2,BYDDY,2025-10-06,2025-10-07,medium_drawdown,22.5,4.5,0.0,27.0,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-10-06,2025-10-07,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-10-06,2025-10-07,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-10-06,2025-10-07,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2025-10-06,2025-10-07,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2025-10-06,2025-10-07,small_drawdown,3.75,0.08,0.0,3.83,['EXTRA_DIP_BUY'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-10-06,2025-10-07,,,,,,,79.58,0.0,79.58,320.42
dca_l2_v2,BYDDY,2025-10-13,2025-10-14,medium_drawdown,22.5,3.06,0.0,25.56,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-10-13,2025-10-14,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-10-13,2025-10-14,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-10-13,2025-10-14,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2025-10-13,2025-10-14,small_drawdown,7.5,0.12,0.0,7.62,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2025-10-13,2025-10-14,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-10-13,2025-10-14,,,,,,,78.18,0.0,78.18,242.24
dca_l2_v2,BYDDY,2025-10-20,2025-10-21,small_drawdown,22.5,2.76,0.0,25.26,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-10-20,2025-10-21,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-10-20,2025-10-21,small_drawdown,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-10-20,2025-10-21,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2025-10-20,2025-10-21,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2025-10-20,2025-10-21,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-10-20,2025-10-21,,,,,,,77.76,0.0,77.76,164.48
dca_l2_v2,BYDDY,2025-10-27,2025-10-28,medium_drawdown,22.5,2.91,0.0,25.41,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,MSFT,2025-10-27,2025-10-28,normal,16.5,0.0,0.0,16.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,NVDA,2025-10-27,2025-10-28,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2025-10-27,2025-10-28,normal,11.25,0.0,0.0,11.25,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,ASML,2025-10-27,2025-10-28,normal,7.5,0.0,0.0,7.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2025-10-27,2025-10-28,normal,3.75,0.0,0.0,3.75,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-10-27,2025-10-28,,,,,,,64.48,0.0,64.48,100.0
dca_l2_v2,BYDDY,2025-11-03,2025-11-04,medium_drawdown,22.5,4.72,0.0,27.22,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-11-03,2025-11-04,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2025-11-03,2025-11-04,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-11-03,2025-11-04,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2025-11-03,2025-11-04,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2025-11-03,2025-11-04,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2025-11-03,2025-11-04,,,,,,,79.72,0.0,79.72,320.28
dca_l2_v2,BYDDY,2025-11-10,2025-11-11,small_drawdown,22.5,2.8,0.0,25.3,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2025-11-10,2025-11-11,small_drawdown,16.5,0.68,0.0,17.18,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,NVDA,2025-11-10,2025-11-11,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2025-11-10,2025-11-11,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2025-11-10,2025-11-11,normal,7.5,0.0,0.0,7.5,[],,,,
