parameter_set,balanced_score,avg_total_return_pct,avg_max_drawdown_pct,avg_volatility_pct,avg_calmar_ratio,avg_cash_usage_pct,ticker_return_stddev_pct,sensitivity,min_multiplier,max_multiplier,target_weekly_vol,extreme_drawdown_cap,consecutive_decline_cap,combined_stress_cap
s5_min0.3_max2.4_tv0.1_dd1_cd1_cs1.5,0.343958,71.78,23.23,19.88,0.626,92.1,100.07,5.0,0.3,2.4,0.1,1.0,1.0,1.5
s5_min0.3_max1.6_tv0.1_dd1_cd1.2_cs1.1,0.343881,71.7,23.2,19.85,0.626,92.02,99.89,5.0,0.3,1.6,0.1,1.0,1.2,1.1
s5_min0.3_max1.6_tv0.1_dd1_cd1.2_cs1.3,0.343881,71.7,23.2,19.85,0.626,92.02,99.89,5.0,0.3,1.6,0.1,1.0,1.2,1.3
s5_min0.3_max1.6_tv0.1_dd1_cd1.2_cs1.5,0.343881,71.7,23.2,19.85,0.626,92.02,99.89,5.0,0.3,1.6,0.1,1.0,1.2,1.5
s3_min0.3_max1.6_tv0.07_dd1.1_cd1_cs1.1,0.34388,71.78,23.02,19.64,0.624,91.21,99.92,3.0,0.3,1.6,0.07,1.1,1.0,1.1
s3_min0.3_max1.6_tv0.07_dd1.1_cd1_cs1.3,0.34388,71.78,23.02,19.64,0.624,91.21,99.92,3.0,0.3,1.6,0.07,1.1,1.0,1.3
s3_min0.3_max1.6_tv0.07_dd1.1_cd1_cs1.5,0.34388,71.78,23.02,19.64,0.624,91.21,99.92,3.0,0.3,1.6,0.07,1.1,1.0,1.5
s3_min0.3_max2_tv0.07_dd1.1_cd1_cs1.1,0.34388,71.78,23.02,19.64,0.624,91.21,99.92,3.0,0.3,2.0,0.07,1.1,1.0,1.1
s3_min0.3_max2_tv0.07_dd1.1_cd1_cs1.3,0.34388,71.78,23.02,19.64,0.624,91.21,99.92,3.0,0.3,2.0,0.07,1.1,1.0,1.3
s3_min0.3_max2_tv0.07_dd1.1_cd1_cs1.5,0.34388,71.78,23.02,19.64,0.624,91.21,99.92,3.0,0.3,2.0,0.07,1.1,1.0,1.5
s3_min0.3_max2.4_tv0.07_dd1.1_cd1_cs1.1,0.34388,71.78,23.02,19.64,0.624,91.21,99.92,3.0,0.3,2.4,0.07,1.1,1.0,1.1
s3_min0.3_max2.4_tv0.07_dd1.1_cd1_cs1.3,0.34388,71.78,23.02,19.64,0.624,91.21,99.92,3.0,0.3,2.4,0.07,1.1,1.0,1.3
s3_min0.3_max2.4_tv0.07_dd1.1_cd1_cs1.5,0.34388,71.78,23.02,19.64,0.624,91.21,99.92,3.0,0.3,2.4,0.07,1.1,1.0,1.5
s5_min0.3_max1.6_tv0.1_dd1_cd1_cs1.1,0.343795,71.69,23.2,19.84,0.626,92.02,99.89,5.0,0.3,1.6,0.1,1.0,1.0,1.1
s5_min0.3_max1.6_tv0.1_dd1_cd1_cs1.3,0.343795,71.69,23.2,19.84,0.626,92.02,99.89,5.0,0.3,1.6,0.1,1.0,1.0,1.3
s5_min0.3_max1.6_tv0.1_dd1_cd1_cs1.5,0.343795,71.69,23.2,19.84,0.626,92.02,99.89,5.0,0.3,1.6,0.1,1.0,1.0,1.5
s4_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,0.3433,71.38,22.97,19.59,0.625,90.98,98.92,4.0,0.3,1.6,0.07,1.1,1.4,1.1
s4_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,0.3433,71.38,22.97,19.59,0.625,90.98,98.92,4.0,0.3,1.6,0.07,1.1,1.4,1.3
s4_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,0.3433,71.38,22.97,19.59,0.625,90.98,98.92,4.0,0.3,1.6,0.07,1.1,1.4,1.5
s4_min0.3_max2_tv0.07_dd1.1_cd1.4_cs1.1,0.343281,71.38,22.98,19.6,0.625,90.98,98.93,4.0,0.3,2.0,0.07,1.1,1.4,1.1
s4_min0.3_max2_tv0.07_dd1.1_cd1.4_cs1.3,0.343281,71.38,22.98,19.6,0.625,90.98,98.93,4.0,0.3,2.0,0.07,1.1,1.4,1.3
s4_min0.3_max2_tv0.07_dd1.1_cd1.4_cs1.5,0.343281,71.38,22.98,19.6,0.625,90.98,98.93,4.0,0.3,2.0,0.07,1.1,1.4,1.5
s4_min0.3_max2.4_tv0.07_dd1.1_cd1.4_cs1.1,0.343281,71.38,22.98,19.6,0.625,90.98,98.93,4.0,0.3,2.4,0.07,1.1,1.4,1.1
s4_min0.3_max2.4_tv0.07_dd1.1_cd1.4_cs1.3,0.343281,71.38,22.98,19.6,0.625,90.98,98.93,4.0,0.3,2.4,0.07,1.1,1.4,1.3
s4_min0.3_max2.4_tv0.07_dd1.1_cd1.4_cs1.5,0.343281,71.38,22.98,19.6,0.625,90.98,98.93,4.0,0.3,2.4,0.07,1.1,1.4,1.5
s4_min0.3_max1.6_tv0.07_dd1.1_cd1.2_cs1.1,0.343219,71.37,22.97,19.59,0.625,90.98,98.92,4.0,0.3,1.6,0.07,1.1,1.2,1.1
s4_min0.3_max1.6_tv0.07_dd1.1_cd1.2_cs1.3,0.343219,71.37,22.97,19.59,0.625,90.98,98.92,4.0,0.3,1.6,0.07,1.1,1.2,1.3
s4_min0.3_max1.6_tv0.07_dd1.1_cd1.2_cs1.5,0.343219,71.37,22.97,19.59,0.625,90.98,98.92,4.0,0.3,1.6,0.07,1.1,1.2,1.5
s4_min0.3_max2_tv0.07_dd1.1_cd1.2_cs1.1,0.3432,71.37,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.0,0.07,1.1,1.2,1.1
s4_min0.3_max2_tv0.07_dd1.1_cd1.2_cs1.3,0.3432,71.37,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.0,0.07,1.1,1.2,1.3
s4_min0.3_max2_tv0.07_dd1.1_cd1.2_cs1.5,0.3432,71.37,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.0,0.07,1.1,1.2,1.5
s4_min0.3_max2.4_tv0.07_dd1.1_cd1.2_cs1.1,0.3432,71.37,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.4,0.07,1.1,1.2,1.1
s4_min0.3_max2.4_tv0.07_dd1.1_cd1.2_cs1.3,0.3432,71.37,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.4,0.07,1.1,1.2,1.3
s4_min0.3_max2.4_tv0.07_dd1.1_cd1.2_cs1.5,0.3432,71.37,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.4,0.07,1.1,1.2,1.5
s4_min0.3_max1.6_tv0.07_dd1.1_cd1_cs1.1,0.343145,71.36,22.97,19.59,0.625,90.97,98.93,4.0,0.3,1.6,0.07,1.1,1.0,1.1
s4_min0.3_max1.6_tv0.07_dd1.1_cd1_cs1.3,0.343145,71.36,22.97,19.59,0.625,90.97,98.93,4.0,0.3,1.6,0.07,1.1,1.0,1.3
s4_min0.3_max1.6_tv0.07_dd1.1_cd1_cs1.5,0.343145,71.36,22.97,19.59,0.625,90.97,98.93,4.0,0.3,1.6,0.07,1.1,1.0,1.5
s4_min0.3_max2_tv0.07_dd1.1_cd1_cs1.1,0.343126,71.36,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.0,0.07,1.1,1.0,1.1
s4_min0.3_max2_tv0.07_dd1.1_cd1_cs1.3,0.343126,71.36,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.0,0.07,1.1,1.0,1.3
s4_min0.3_max2_tv0.07_dd1.1_cd1_cs1.5,0.343126,71.36,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.0,0.07,1.1,1.0,1.5
s4_min0.3_max2.4_tv0.07_dd1.1_cd1_cs1.1,0.343126,71.36,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.4,0.07,1.1,1.0,1.1
s4_min0.3_max2.4_tv0.07_dd1.1_cd1_cs1.3,0.343126,71.36,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.4,0.07,1.1,1.0,1.3
s4_min0.3_max2.4_tv0.07_dd1.1_cd1_cs1.5,0.343126,71.36,22.97,19.59,0.625,90.98,98.93,4.0,0.3,2.4,0.07,1.1,1.0,1.5
s5_min0.3_max2_tv0.07_dd1.1_cd1.4_cs1.1,0.342759,71.0,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.0,0.07,1.1,1.4,1.1
s5_min0.3_max2_tv0.07_dd1.1_cd1.4_cs1.3,0.342759,71.0,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.0,0.07,1.1,1.4,1.3
s5_min0.3_max2_tv0.07_dd1.1_cd1.4_cs1.5,0.342759,71.0,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.0,0.07,1.1,1.4,1.5
s5_min0.3_max2.4_tv0.07_dd1.1_cd1.4_cs1.1,0.342759,71.0,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.4,0.07,1.1,1.4,1.1
s5_min0.3_max2.4_tv0.07_dd1.1_cd1.4_cs1.3,0.342759,71.0,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.4,0.07,1.1,1.4,1.3
s5_min0.3_max2.4_tv0.07_dd1.1_cd1.4_cs1.5,0.342759,71.0,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.4,0.07,1.1,1.4,1.5
s5_min0.3_max2_tv0.07_dd1.1_cd1.2_cs1.1,0.342649,70.99,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.0,0.07,1.1,1.2,1.1
s5_min0.3_max2_tv0.07_dd1.1_cd1.2_cs1.3,0.342649,70.99,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.0,0.07,1.1,1.2,1.3
s5_min0.3_max2_tv0.07_dd1.1_cd1.2_cs1.5,0.342649,70.99,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.0,0.07,1.1,1.2,1.5
s5_min0.3_max2.4_tv0.07_dd1.1_cd1.2_cs1.1,0.342649,70.99,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.4,0.07,1.1,1.2,1.1
s5_min0.3_max2.4_tv0.07_dd1.1_cd1.2_cs1.3,0.342649,70.99,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.4,0.07,1.1,1.2,1.3
s5_min0.3_max2.4_tv0.07_dd1.1_cd1.2_cs1.5,0.342649,70.99,22.94,19.56,0.625,90.79,98.02,5.0,0.3,2.4,0.07,1.1,1.2,1.5
s5_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.1,0.342594,70.93,22.92,19.54,0.625,90.74,97.86,5.0,0.3,1.6,0.07,1.1,1.4,1.1
s5_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.3,0.342594,70.93,22.92,19.54,0.625,90.74,97.86,5.0,0.3,1.6,0.07,1.1,1.4,1.3
s5_min0.3_max1.6_tv0.07_dd1.1_cd1.4_cs1.5,0.342594,70.93,22.92,19.54,0.625,90.74,97.86,5.0,0.3,1.6,0.07,1.1,1.4,1.5
s5_min0.3_max2_tv0.07_dd1.1_cd1_cs1.1,0.342563,70.98,22.93,19.55,0.625,90.79,98.02,5.0,0.3,2.0,0.07,1.1,1.0,1.1
s5_min0.3_max2_tv0.07_dd1.1_cd1_cs1.3,0.342563,70.98,22.93,19.55,0.625,90.79,98.02,5.0,0.3,2.0,0.07,1.1,1.0,1.3
s5_min0.3_max2_tv0.07_dd1.1_cd1_cs1.5,0.342563,70.98,22.93,19.55,0.625,90.79,98.02,5.0,0.3,2.0,0.07,1.1,1.0,1.5
s5_min0.3_max2.4_tv0.07_dd1.1_cd1_cs1.1,0.342563,70.98,22.93,19.55,0.625,90.79,98.02,5.0,0.3,2.4,0.07,1.1,1.0,1.1
s5_min0.3_max2.4_tv0.07_dd1.1_cd1_cs1.3,0.342563,70.98,22.93,19.55,0.625,90.79,98.02,5.0,0.3,2.4,0.07,1.1,1.0,1.3
s5_min0.3_max2.4_tv0.07_dd1.1_cd1_cs1.5,0.342563,70.98,22.93,19.55,0.625,90.79,98.02,5.0,0.3,2.4,0.07,1.1,1.0,1.5
s5_min0.3_max1.6_tv0.07_dd1.1_cd1.2_cs1.1,0.342505,70.92,22.91,19.53,0.625,90.74,97.87,5.0,0.3,1.6,0.07,1.1,1.2,1.1
s5_min0.3_max1.6_tv0.07_dd1.1_cd1.2_cs1.3,0.342505,70.92,22.91,19.53,0.625,90.74,97.87,5.0,0.3,1.6,0.07,1.1,1.2,1.3
s5_min0.3_max1.6_tv0.07_dd1.1_cd1.2_cs1.5,0.342505,70.92,22.91,19.53,0.625,90.74,97.87,5.0,0.3,1.6,0.07,1.1,1.2,1.5
s5_min0.3_max1.6_tv0.07_dd1.1_cd1_cs1.1,0.342419,70.91,22.91,19.53,0.625,90.74,97.87,5.0,0.3,1.6,0.07,1.1,1.0,1.1
s5_min0.3_max1.6_tv0.07_dd1.1_cd1_cs1.3,0.342419,70.91,22.91,19.53,0.625,90.74,97.87,5.0,0.3,1.6,0.07,1.1,1.0,1.3
s5_min0.3_max1.6_tv0.07_dd1.1_cd1_cs1.5,0.342419,70.91,22.91,19.53,0.625,90.74,97.87,5.0,0.3,1.6,0.07,1.1,1.0,1.5
s5_min0.5_max2_tv0.07_dd1_cd1.4_cs1.1,0.341607,70.92,22.97,19.58,0.624,90.88,97.97,5.0,0.5,2.0,0.07,1.0,1.4,1.1
s5_min0.5_max2_tv0.07_dd1_cd1.4_cs1.3,0.341607,70.92,22.97,19.58,0.624,90.88,97.97,5.0,0.5,2.0,0.07,1.0,1.4,1.3
s5_min0.5_max2_tv0.07_dd1_cd1.4_cs1.5,0.341607,70.92,22.97,19.58,0.624,90.88,97.97,5.0,0.5,2.0,0.07,1.0,1.4,1.5
s5_min0.5_max2.4_tv0.07_dd1_cd1.4_cs1.1,0.341607,70.92,22.97,19.58,0.624,90.88,97.97,5.0,0.5,2.4,0.07,1.0,1.4,1.1
s5_min0.5_max2.4_tv0.07_dd1_cd1.4_cs1.3,0.341607,70.92,22.97,19.58,0.624,90.88,97.97,5.0,0.5,2.4,0.07,1.0,1.4,1.3
s5_min0.5_max2.4_tv0.07_dd1_cd1.4_cs1.5,0.341607,70.92,22.97,19.58,0.624,90.88,97.97,5.0,0.5,2.4,0.07,1.0,1.4,1.5
s3_min0.5_max1.6_tv0.07_dd1_cd1.4_cs1.1,0.341559,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,1.6,0.07,1.0,1.4,1.1
s3_min0.5_max1.6_tv0.07_dd1_cd1.4_cs1.3,0.341559,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,1.6,0.07,1.0,1.4,1.3
s3_min0.5_max1.6_tv0.07_dd1_cd1.4_cs1.5,0.341559,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,1.6,0.07,1.0,1.4,1.5
s3_min0.5_max2_tv0.07_dd1_cd1.4_cs1.1,0.341559,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.0,0.07,1.0,1.4,1.1
s3_min0.5_max2_tv0.07_dd1_cd1.4_cs1.3,0.341559,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.0,0.07,1.0,1.4,1.3
s3_min0.5_max2_tv0.07_dd1_cd1.4_cs1.5,0.341559,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.0,0.07,1.0,1.4,1.5
s3_min0.5_max2.4_tv0.07_dd1_cd1.4_cs1.1,0.341559,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.4,0.07,1.0,1.4,1.1
s3_min0.5_max2.4_tv0.07_dd1_cd1.4_cs1.3,0.341559,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.4,0.07,1.0,1.4,1.3
s3_min0.5_max2.4_tv0.07_dd1_cd1.4_cs1.5,0.341559,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.4,0.07,1.0,1.4,1.5
s3_min0.5_max1.6_tv0.07_dd1_cd1.2_cs1.1,0.341542,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,1.6,0.07,1.0,1.2,1.1
s3_min0.5_max1.6_tv0.07_dd1_cd1.2_cs1.3,0.341542,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,1.6,0.07,1.0,1.2,1.3
s3_min0.5_max1.6_tv0.07_dd1_cd1.2_cs1.5,0.341542,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,1.6,0.07,1.0,1.2,1.5
s3_min0.5_max2_tv0.07_dd1_cd1.2_cs1.1,0.341542,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.0,0.07,1.0,1.2,1.1
s3_min0.5_max2_tv0.07_dd1_cd1.2_cs1.3,0.341542,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.0,0.07,1.0,1.2,1.3
s3_min0.5_max2_tv0.07_dd1_cd1.2_cs1.5,0.341542,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.0,0.07,1.0,1.2,1.5
s3_min0.5_max2.4_tv0.07_dd1_cd1.2_cs1.1,0.341542,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.4,0.07,1.0,1.2,1.1
s3_min0.5_max2.4_tv0.07_dd1_cd1.2_cs1.3,0.341542,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.4,0.07,1.0,1.2,1.3
s3_min0.5_max2.4_tv0.07_dd1_cd1.2_cs1.5,0.341542,71.35,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.4,0.07,1.0,1.2,1.5
s5_min0.5_max2_tv0.07_dd1_cd1.2_cs1.1,0.3415,70.91,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.0,0.07,1.0,1.2,1.1
s5_min0.5_max2_tv0.07_dd1_cd1.2_cs1.3,0.3415,70.91,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.0,0.07,1.0,1.2,1.3
s5_min0.5_max2_tv0.07_dd1_cd1.2_cs1.5,0.3415,70.91,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.0,0.07,1.0,1.2,1.5
s5_min0.5_max2.4_tv0.07_dd1_cd1.2_cs1.1,0.3415,70.91,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.4,0.07,1.0,1.2,1.1
s5_min0.5_max2.4_tv0.07_dd1_cd1.2_cs1.3,0.3415,70.91,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.4,0.07,1.0,1.2,1.3
s5_min0.5_max2.4_tv0.07_dd1_cd1.2_cs1.5,0.3415,70.91,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.4,0.07,1.0,1.2,1.5
s5_min0.5_max1.6_tv0.07_dd1_cd1.4_cs1.1,0.341466,70.84,22.95,19.55,0.624,90.83,97.82,5.0,0.5,1.6,0.07,1.0,1.4,1.1
s5_min0.5_max1.6_tv0.07_dd1_cd1.4_cs1.3,0.341466,70.84,22.95,19.55,0.624,90.83,97.82,5.0,0.5,1.6,0.07,1.0,1.4,1.3
s5_min0.5_max1.6_tv0.07_dd1_cd1.4_cs1.5,0.341466,70.84,22.95,19.55,0.624,90.83,97.82,5.0,0.5,1.6,0.07,1.0,1.4,1.5
s3_min0.5_max1.6_tv0.07_dd1_cd1_cs1.1,0.341432,71.34,23.01,19.61,0.622,91.12,99.11,3.0,0.5,1.6,0.07,1.0,1.0,1.1
s3_min0.5_max1.6_tv0.07_dd1_cd1_cs1.3,0.341432,71.34,23.01,19.61,0.622,91.12,99.11,3.0,0.5,1.6,0.07,1.0,1.0,1.3
s3_min0.5_max1.6_tv0.07_dd1_cd1_cs1.5,0.341432,71.34,23.01,19.61,0.622,91.12,99.11,3.0,0.5,1.6,0.07,1.0,1.0,1.5
s3_min0.5_max2_tv0.07_dd1_cd1_cs1.1,0.341432,71.34,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.0,0.07,1.0,1.0,1.1
s3_min0.5_max2_tv0.07_dd1_cd1_cs1.3,0.341432,71.34,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.0,0.07,1.0,1.0,1.3
s3_min0.5_max2_tv0.07_dd1_cd1_cs1.5,0.341432,71.34,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.0,0.07,1.0,1.0,1.5
s3_min0.5_max2.4_tv0.07_dd1_cd1_cs1.1,0.341432,71.34,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.4,0.07,1.0,1.0,1.1
s3_min0.5_max2.4_tv0.07_dd1_cd1_cs1.3,0.341432,71.34,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.4,0.07,1.0,1.0,1.3
s3_min0.5_max2.4_tv0.07_dd1_cd1_cs1.5,0.341432,71.34,23.01,19.61,0.622,91.12,99.11,3.0,0.5,2.4,0.07,1.0,1.0,1.5
s5_min0.5_max2_tv0.07_dd1_cd1_cs1.1,0.341414,70.9,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.0,0.07,1.0,1.0,1.1
s5_min0.5_max2_tv0.07_dd1_cd1_cs1.3,0.341414,70.9,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.0,0.07,1.0,1.0,1.3
s5_min0.5_max2_tv0.07_dd1_cd1_cs1.5,0.341414,70.9,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.0,0.07,1.0,1.0,1.5
s5_min0.5_max2.4_tv0.07_dd1_cd1_cs1.1,0.341414,70.9,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.4,0.07,1.0,1.0,1.1
s5_min0.5_max2.4_tv0.07_dd1_cd1_cs1.3,0.341414,70.9,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.4,0.07,1.0,1.0,1.3
s5_min0.5_max2.4_tv0.07_dd1_cd1_cs1.5,0.341414,70.9,22.96,19.57,0.624,90.88,97.98,5.0,0.5,2.4,0.07,1.0,1.0,1.5
s5_min0.5_max1.6_tv0.07_dd1_cd1.2_cs1.1,0.341381,70.83,22.94,19.55,0.624,90.83,97.83,5.0,0.5,1.6,0.07,1.0,1.2,1.1
s5_min0.5_max1.6_tv0.07_dd1_cd1.2_cs1.3,0.341381,70.83,22.94,19.55,0.624,90.83,97.83,5.0,0.5,1.6,0.07,1.0,1.2,1.3
s5_min0.5_max1.6_tv0.07_dd1_cd1.2_cs1.5,0.341381,70.83,22.94,19.55,0.624,90.83,97.83,5.0,0.5,1.6,0.07,1.0,1.2,1.5
s5_min0.5_max1.6_tv0.07_dd1_cd1_cs1.1,0.341276,70.82,22.94,19.54,0.623,90.83,97.83,5.0,0.5,1.6,0.07,1.0,1.0,1.1
s5_min0.5_max1.6_tv0.07_dd1_cd1_cs1.3,0.341276,70.82,22.94,19.54,0.623,90.83,97.83,5.0,0.5,1.6,0.07,1.0,1.0,1.3
s5_min0.5_max1.6_tv0.07_dd1_cd1_cs1.5,0.341276,70.82,22.94,19.54,0.623,90.83,97.83,5.0,0.5,1.6,0.07,1.0,1.0,1.5
s4_min0.5_max1.6_tv0.07_dd1_cd1.4_cs1.1,0.341196,71.04,22.98,19.58,0.623,90.95,98.36,4.0,0.5,1.6,0.07,1.0,1.4,1.1
s4_min0.5_max1.6_tv0.07_dd1_cd1.4_cs1.3,0.341196,71.04,22.98,19.58,0.623,90.95,98.36,4.0,0.5,1.6,0.07,1.0,1.4,1.3
s4_min0.5_max1.6_tv0.07_dd1_cd1.4_cs1.5,0.341196,71.04,22.98,19.58,0.623,90.95,98.36,4.0,0.5,1.6,0.07,1.0,1.4,1.5
s3_min0.3_max1.6_tv0.07_dd1_cd1.4_cs1.1,0.341189,71.28,22.99,19.59,0.622,91.05,98.98,3.0,0.3,1.6,0.07,1.0,1.4,1.1
s3_min0.3_max1.6_tv0.07_dd1_cd1.4_cs1.3,0.341189,71.28,22.99,19.59,0.622,91.05,98.98,3.0,0.3,1.6,0.07,1.0,1.4,1.3
s3_min0.3_max1.6_tv0.07_dd1_cd1.4_cs1.5,0.341189,71.28,22.99,19.59,0.622,91.05,98.98,3.0,0.3,1.6,0.07,1.0,1.4,1.5
s3_min0.3_max2_tv0.07_dd1_cd1.4_cs1.1,0.341189,71.28,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.0,0.07,1.0,1.4,1.1
s3_min0.3_max2_tv0.07_dd1_cd1.4_cs1.3,0.341189,71.28,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.0,0.07,1.0,1.4,1.3
s3_min0.3_max2_tv0.07_dd1_cd1.4_cs1.5,0.341189,71.28,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.0,0.07,1.0,1.4,1.5
s3_min0.3_max2.4_tv0.07_dd1_cd1.4_cs1.1,0.341189,71.28,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.4,0.07,1.0,1.4,1.1
s3_min0.3_max2.4_tv0.07_dd1_cd1.4_cs1.3,0.341189,71.28,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.4,0.07,1.0,1.4,1.3
s3_min0.3_max2.4_tv0.07_dd1_cd1.4_cs1.5,0.341189,71.28,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.4,0.07,1.0,1.4,1.5
s4_min0.5_max2_tv0.07_dd1_cd1.4_cs1.1,0.341184,71.04,22.98,19.58,0.623,90.95,98.36,4.0,0.5,2.0,0.07,1.0,1.4,1.1
s4_min0.5_max2_tv0.07_dd1_cd1.4_cs1.3,0.341184,71.04,22.98,19.58,0.623,90.95,98.36,4.0,0.5,2.0,0.07,1.0,1.4,1.3
s4_min0.5_max2_tv0.07_dd1_cd1.4_cs1.5,0.341184,71.04,22.98,19.58,0.623,90.95,98.36,4.0,0.5,2.0,0.07,1.0,1.4,1.5
s4_min0.5_max2.4_tv0.07_dd1_cd1.4_cs1.1,0.341184,71.04,22.98,19.58,0.623,90.95,98.36,4.0,0.5,2.4,0.07,1.0,1.4,1.1
s4_min0.5_max2.4_tv0.07_dd1_cd1.4_cs1.3,0.341184,71.04,22.98,19.58,0.623,90.95,98.36,4.0,0.5,2.4,0.07,1.0,1.4,1.3
s4_min0.5_max2.4_tv0.07_dd1_cd1.4_cs1.5,0.341184,71.04,22.98,19.58,0.623,90.95,98.36,4.0,0.5,2.4,0.07,1.0,1.4,1.5
s3_min0.3_max1.6_tv0.07_dd1_cd1.2_cs1.1,0.341172,71.27,22.99,19.59,0.622,91.05,98.98,3.0,0.3,1.6,0.07,1.0,1.2,1.1
s3_min0.3_max1.6_tv0.07_dd1_cd1.2_cs1.3,0.341172,71.27,22.99,19.59,0.622,91.05,98.98,3.0,0.3,1.6,0.07,1.0,1.2,1.3
s3_min0.3_max1.6_tv0.07_dd1_cd1.2_cs1.5,0.341172,71.27,22.99,19.59,0.622,91.05,98.98,3.0,0.3,1.6,0.07,1.0,1.2,1.5
s3_min0.3_max2_tv0.07_dd1_cd1.2_cs1.1,0.341172,71.27,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.0,0.07,1.0,1.2,1.1
s3_min0.3_max2_tv0.07_dd1_cd1.2_cs1.3,0.341172,71.27,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.0,0.07,1.0,1.2,1.3
s3_min0.3_max2_tv0.07_dd1_cd1.2_cs1.5,0.341172,71.27,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.0,0.07,1.0,1.2,1.5
s3_min0.3_max2.4_tv0.07_dd1_cd1.2_cs1.1,0.341172,71.27,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.4,0.07,1.0,1.2,1.1
s3_min0.3_max2.4_tv0.07_dd1_cd1.2_cs1.3,0.341172,71.27,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.4,0.07,1.0,1.2,1.3
s3_min0.3_max2.4_tv0.07_dd1_cd1.2_cs1.5,0.341172,71.27,22.99,19.59,0.622,91.05,98.98,3.0,0.3,2.4,0.07,1.0,1.2,1.5
