parameter_set,balanced_score,avg_total_return_pct,avg_max_drawdown_pct,avg_volatility_pct,avg_calmar_ratio,avg_cash_usage_pct,ticker_return_stddev_pct,sensitivity,min_multiplier,max_multiplier,target_weekly_vol,extreme_drawdown_cap,consecutive_decline_cap,combined_stress_cap
s5_min0.3_max2_tv0.07_dd1.3_cd1_cs1.3,0.347359,71.88,22.98,19.65,0.629,91.07,99.65,5.0,0.3,2.0,0.07,1.3,1.0,1.3
s5_min0.3_max2_tv0.07_dd1.3_cd1_cs1.5,0.347359,71.88,22.98,19.65,0.629,91.07,99.65,5.0,0.3,2.0,0.07,1.3,1.0,1.5
s5_min0.3_max2.4_tv0.07_dd1.3_cd1_cs1.1,0.347359,71.88,22.98,19.65,0.629,91.07,99.65,5.0,0.3,2.4,0.07,1.3,1.0,1.1
s5_min0.3_max2.4_tv0.07_dd1.3_cd1_cs1.3,0.347359,71.88,22.98,19.65,0.629,91.07,99.65,5.0,0.3,2.4,0.07,1.3,1.0,1.3
s5_min0.3_max2.4_tv0.07_dd1.3_cd1_cs1.5,0.347359,71.88,22.98,19.65,0.629,91.07,99.65,5.0,0.3,2.4,0.07,1.3,1.0,1.5
s3_min0.3_max2_tv0.1_dd1_cd1_cs1.1,0.34733,73.0,23.33,20.0,0.629,92.64,102.89,3.0,0.3,2.0,0.1,1.0,1.0,1.1
s3_min0.3_max2_tv0.1_dd1_cd1_cs1.3,0.34733,73.0,23.33,20.0,0.629,92.64,102.89,3.0,0.3,2.0,0.1,1.0,1.0,1.3
s3_min0.3_max2_tv0.1_dd1_cd1_cs1.5,0.34733,73.0,23.33,20.0,0.629,92.64,102.89,3.0,0.3,2.0,0.1,1.0,1.0,1.5
s3_min0.3_max2.4_tv0.1_dd1_cd1_cs1.1,0.34733,73.0,23.33,20.0,0.629,92.64,102.89,3.0,0.3,2.4,0.1,1.0,1.0,1.1
s3_min0.3_max2.4_tv0.1_dd1_cd1_cs1.3,0.34733,73.0,23.33,20.0,0.629,92.64,102.89,3.0,0.3,2.4,0.1,1.0,1.0,1.3
s3_min0.3_max2.4_tv0.1_dd1_cd1_cs1.5,0.34733,73.0,23.33,20.0,0.629,92.64,102.89,3.0,0.3,2.4,0.1,1.0,1.0,1.5
s3_min0.3_max1.6_tv0.1_dd1_cd1_cs1.1,0.347328,73.0,23.33,20.0,0.629,92.64,102.89,3.0,0.3,1.6,0.1,1.0,1.0,1.1
s3_min0.3_max1.6_tv0.1_dd1_cd1_cs1.3,0.347328,73.0,23.33,20.0,0.629,92.64,102.89,3.0,0.3,1.6,0.1,1.0,1.0,1.3
s3_min0.3_max1.6_tv0.1_dd1_cd1_cs1.5,0.347328,73.0,23.33,20.0,0.629,92.64,102.89,3.0,0.3,1.6,0.1,1.0,1.0,1.5
s5_min0.3_max1.6_tv0.07_dd1.3_cd1.2_cs1.1,0.347322,71.82,22.97,19.63,0.629,91.02,99.5,5.0,0.3,1.6,0.07,1.3,1.2,1.1
s5_min0.3_max1.6_tv0.07_dd1.3_cd1.2_cs1.3,0.347322,71.82,22.97,19.63,0.629,91.02,99.5,5.0,0.3,1.6,0.07,1.3,1.2,1.3
s5_min0.3_max1.6_tv0.07_dd1.3_cd1.2_cs1.5,0.347322,71.82,22.97,19.63,0.629,91.02,99.5,5.0,0.3,1.6,0.07,1.3,1.2,1.5
s5_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,0.347236,71.81,22.96,19.63,0.629,91.02,99.5,5.0,0.3,1.6,0.07,1.3,1.0,1.1
s5_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.3,0.347236,71.81,22.96,19.63,0.629,91.02,99.5,5.0,0.3,1.6,0.07,1.3,1.0,1.3
s5_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.5,0.347236,71.81,22.96,19.63,0.629,91.02,99.5,5.0,0.3,1.6,0.07,1.3,1.0,1.5
s4_min0.3_max1.6_tv0.07_dd1.3_cd1.4_cs1.1,0.347118,72.07,23.02,19.68,0.628,91.21,100.13,4.0,0.3,1.6,0.07,1.3,1.4,1.1
s4_min0.3_max1.6_tv0.07_dd1.3_cd1.4_cs1.3,0.347118,72.07,23.02,19.68,0.628,91.21,100.13,4.0,0.3,1.6,0.07,1.3,1.4,1.3
s4_min0.3_max1.6_tv0.07_dd1.3_cd1.4_cs1.5,0.347118,72.07,23.02,19.68,0.628,91.21,100.13,4.0,0.3,1.6,0.07,1.3,1.4,1.5
s4_min0.3_max2_tv0.07_dd1.3_cd1.4_cs1.1,0.347109,72.07,23.02,19.68,0.628,91.21,100.13,4.0,0.3,2.0,0.07,1.3,1.4,1.1
s4_min0.3_max2_tv0.07_dd1.3_cd1.4_cs1.3,0.347109,72.07,23.02,19.68,0.628,91.21,100.13,4.0,0.3,2.0,0.07,1.3,1.4,1.3
s4_min0.3_max2_tv0.07_dd1.3_cd1.4_cs1.5,0.347109,72.07,23.02,19.68,0.628,91.21,100.13,4.0,0.3,2.0,0.07,1.3,1.4,1.5
s4_min0.3_max2.4_tv0.07_dd1.3_cd1.4_cs1.1,0.347109,72.07,23.02,19.68,0.628,91.21,100.13,4.0,0.3,2.4,0.07,1.3,1.4,1.1
s4_min0.3_max2.4_tv0.07_dd1.3_cd1.4_cs1.3,0.347109,72.07,23.02,19.68,0.628,91.21,100.13,4.0,0.3,2.4,0.07,1.3,1.4,1.3
s4_min0.3_max2.4_tv0.07_dd1.3_cd1.4_cs1.5,0.347109,72.07,23.02,19.68,0.628,91.21,100.13,4.0,0.3,2.4,0.07,1.3,1.4,1.5
s3_min0.5_max1.6_tv0.07_dd1.3_cd1.4_cs1.1,0.347089,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,1.6,0.07,1.3,1.4,1.1
s3_min0.5_max1.6_tv0.07_dd1.3_cd1.4_cs1.3,0.347089,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,1.6,0.07,1.3,1.4,1.3
s3_min0.5_max1.6_tv0.07_dd1.3_cd1.4_cs1.5,0.347089,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,1.6,0.07,1.3,1.4,1.5
s3_min0.5_max2_tv0.07_dd1.3_cd1.4_cs1.1,0.347089,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.0,0.07,1.3,1.4,1.1
s3_min0.5_max2_tv0.07_dd1.3_cd1.4_cs1.3,0.347089,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.0,0.07,1.3,1.4,1.3
s3_min0.5_max2_tv0.07_dd1.3_cd1.4_cs1.5,0.347089,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.0,0.07,1.3,1.4,1.5
s3_min0.5_max2.4_tv0.07_dd1.3_cd1.4_cs1.1,0.347089,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.4,0.07,1.3,1.4,1.1
s3_min0.5_max2.4_tv0.07_dd1.3_cd1.4_cs1.3,0.347089,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.4,0.07,1.3,1.4,1.3
s3_min0.5_max2.4_tv0.07_dd1.3_cd1.4_cs1.5,0.347089,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.4,0.07,1.3,1.4,1.5
s3_min0.5_max1.6_tv0.07_dd1.3_cd1.2_cs1.1,0.347072,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,1.6,0.07,1.3,1.2,1.1
s3_min0.5_max1.6_tv0.07_dd1.3_cd1.2_cs1.3,0.347072,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,1.6,0.07,1.3,1.2,1.3
s3_min0.5_max1.6_tv0.07_dd1.3_cd1.2_cs1.5,0.347072,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,1.6,0.07,1.3,1.2,1.5
s3_min0.5_max2_tv0.07_dd1.3_cd1.2_cs1.1,0.347072,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.0,0.07,1.3,1.2,1.1
s3_min0.5_max2_tv0.07_dd1.3_cd1.2_cs1.3,0.347072,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.0,0.07,1.3,1.2,1.3
s3_min0.5_max2_tv0.07_dd1.3_cd1.2_cs1.5,0.347072,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.0,0.07,1.3,1.2,1.5
s3_min0.5_max2.4_tv0.07_dd1.3_cd1.2_cs1.1,0.347072,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.4,0.07,1.3,1.2,1.1
s3_min0.5_max2.4_tv0.07_dd1.3_cd1.2_cs1.3,0.347072,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.4,0.07,1.3,1.2,1.3
s3_min0.5_max2.4_tv0.07_dd1.3_cd1.2_cs1.5,0.347072,72.34,23.08,19.73,0.627,91.46,100.82,3.0,0.5,2.4,0.07,1.3,1.2,1.5
s4_min0.3_max1.6_tv0.07_dd1.3_cd1.2_cs1.1,0.347037,72.06,23.02,19.68,0.628,91.21,100.13,4.0,0.3,1.6,0.07,1.3,1.2,1.1
s4_min0.3_max1.6_tv0.07_dd1.3_cd1.2_cs1.3,0.347037,72.06,23.02,19.68,0.628,91.21,100.13,4.0,0.3,1.6,0.07,1.3,1.2,1.3
s4_min0.3_max1.6_tv0.07_dd1.3_cd1.2_cs1.5,0.347037,72.06,23.02,19.68,0.628,91.21,100.13,4.0,0.3,1.6,0.07,1.3,1.2,1.5
s4_min0.3_max2_tv0.07_dd1.3_cd1.2_cs1.1,0.347028,72.06,23.02,19.68,0.628,91.21,100.14,4.0,0.3,2.0,0.07,1.3,1.2,1.1
s4_min0.3_max2_tv0.07_dd1.3_cd1.2_cs1.3,0.347028,72.06,23.02,19.68,0.628,91.21,100.14,4.0,0.3,2.0,0.07,1.3,1.2,1.3
s4_min0.3_max2_tv0.07_dd1.3_cd1.2_cs1.5,0.347028,72.06,23.02,19.68,0.628,91.21,100.14,4.0,0.3,2.0,0.07,1.3,1.2,1.5
s4_min0.3_max2.4_tv0.07_dd1.3_cd1.2_cs1.1,0.347028,72.06,23.02,19.68,0.628,91.21,100.14,4.0,0.3,2.4,0.07,1.3,1.2,1.1
s4_min0.3_max2.4_tv0.07_dd1.3_cd1.2_cs1.3,0.347028,72.06,23.02,19.68,0.628,91.21,100.14,4.0,0.3,2.4,0.07,1.3,1.2,1.3
s4_min0.3_max2.4_tv0.07_dd1.3_cd1.2_cs1.5,0.347028,72.06,23.02,19.68,0.628,91.21,100.14,4.0,0.3,2.4,0.07,1.3,1.2,1.5
s4_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,0.346963,72.05,23.01,19.67,0.628,91.21,100.13,4.0,0.3,1.6,0.07,1.3,1.0,1.1
s4_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.3,0.346963,72.05,23.01,19.67,0.628,91.21,100.13,4.0,0.3,1.6,0.07,1.3,1.0,1.3
s4_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.5,0.346963,72.05,23.01,19.67,0.628,91.21,100.13,4.0,0.3,1.6,0.07,1.3,1.0,1.5
s3_min0.5_max1.6_tv0.07_dd1.3_cd1_cs1.1,0.346962,72.33,23.07,19.73,0.627,91.46,100.82,3.0,0.5,1.6,0.07,1.3,1.0,1.1
s3_min0.5_max1.6_tv0.07_dd1.3_cd1_cs1.3,0.346962,72.33,23.07,19.73,0.627,91.46,100.82,3.0,0.5,1.6,0.07,1.3,1.0,1.3
s3_min0.5_max1.6_tv0.07_dd1.3_cd1_cs1.5,0.346962,72.33,23.07,19.73,0.627,91.46,100.82,3.0,0.5,1.6,0.07,1.3,1.0,1.5
s3_min0.5_max2_tv0.07_dd1.3_cd1_cs1.1,0.346962,72.33,23.07,19.73,0.627,91.46,100.82,3.0,0.5,2.0,0.07,1.3,1.0,1.1
s3_min0.5_max2_tv0.07_dd1.3_cd1_cs1.3,0.346962,72.33,23.07,19.73,0.627,91.46,100.82,3.0,0.5,2.0,0.07,1.3,1.0,1.3
s3_min0.5_max2_tv0.07_dd1.3_cd1_cs1.5,0.346962,72.33,23.07,19.73,0.627,91.46,100.82,3.0,0.5,2.0,0.07,1.3,1.0,1.5
s3_min0.5_max2.4_tv0.07_dd1.3_cd1_cs1.1,0.346962,72.33,23.07,19.73,0.627,91.46,100.82,3.0,0.5,2.4,0.07,1.3,1.0,1.1
s3_min0.5_max2.4_tv0.07_dd1.3_cd1_cs1.3,0.346962,72.33,23.07,19.73,0.627,91.46,100.82,3.0,0.5,2.4,0.07,1.3,1.0,1.3
s3_min0.5_max2.4_tv0.07_dd1.3_cd1_cs1.5,0.346962,72.33,23.07,19.73,0.627,91.46,100.82,3.0,0.5,2.4,0.07,1.3,1.0,1.5
s4_min0.3_max2_tv0.07_dd1.3_cd1_cs1.1,0.346954,72.05,23.02,19.67,0.628,91.21,100.14,4.0,0.3,2.0,0.07,1.3,1.0,1.1
s4_min0.3_max2_tv0.07_dd1.3_cd1_cs1.3,0.346954,72.05,23.02,19.67,0.628,91.21,100.14,4.0,0.3,2.0,0.07,1.3,1.0,1.3
s4_min0.3_max2_tv0.07_dd1.3_cd1_cs1.5,0.346954,72.05,23.02,19.67,0.628,91.21,100.14,4.0,0.3,2.0,0.07,1.3,1.0,1.5
s4_min0.3_max2.4_tv0.07_dd1.3_cd1_cs1.1,0.346954,72.05,23.02,19.67,0.628,91.21,100.14,4.0,0.3,2.4,0.07,1.3,1.0,1.1
s4_min0.3_max2.4_tv0.07_dd1.3_cd1_cs1.3,0.346954,72.05,23.02,19.67,0.628,91.21,100.14,4.0,0.3,2.4,0.07,1.3,1.0,1.3
s4_min0.3_max2.4_tv0.07_dd1.3_cd1_cs1.5,0.346954,72.05,23.02,19.67,0.628,91.21,100.14,4.0,0.3,2.4,0.07,1.3,1.0,1.5
s3_min0.3_max1.6_tv0.07_dd1.3_cd1.4_cs1.1,0.346713,72.27,23.06,19.71,0.627,91.38,100.69,3.0,0.3,1.6,0.07,1.3,1.4,1.1
s3_min0.3_max1.6_tv0.07_dd1.3_cd1.4_cs1.3,0.346713,72.27,23.06,19.71,0.627,91.38,100.69,3.0,0.3,1.6,0.07,1.3,1.4,1.3
s3_min0.3_max1.6_tv0.07_dd1.3_cd1.4_cs1.5,0.346713,72.27,23.06,19.71,0.627,91.38,100.69,3.0,0.3,1.6,0.07,1.3,1.4,1.5
s3_min0.3_max2_tv0.07_dd1.3_cd1.4_cs1.1,0.346713,72.27,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.0,0.07,1.3,1.4,1.1
s3_min0.3_max2_tv0.07_dd1.3_cd1.4_cs1.3,0.346713,72.27,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.0,0.07,1.3,1.4,1.3
s3_min0.3_max2_tv0.07_dd1.3_cd1.4_cs1.5,0.346713,72.27,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.0,0.07,1.3,1.4,1.5
s3_min0.3_max2.4_tv0.07_dd1.3_cd1.4_cs1.1,0.346713,72.27,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.4,0.07,1.3,1.4,1.1
s3_min0.3_max2.4_tv0.07_dd1.3_cd1.4_cs1.3,0.346713,72.27,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.4,0.07,1.3,1.4,1.3
s3_min0.3_max2.4_tv0.07_dd1.3_cd1.4_cs1.5,0.346713,72.27,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.4,0.07,1.3,1.4,1.5
s3_min0.3_max1.6_tv0.07_dd1.3_cd1.2_cs1.1,0.346696,72.26,23.06,19.71,0.627,91.38,100.69,3.0,0.3,1.6,0.07,1.3,1.2,1.1
s3_min0.3_max1.6_tv0.07_dd1.3_cd1.2_cs1.3,0.346696,72.26,23.06,19.71,0.627,91.38,100.69,3.0,0.3,1.6,0.07,1.3,1.2,1.3
s3_min0.3_max1.6_tv0.07_dd1.3_cd1.2_cs1.5,0.346696,72.26,23.06,19.71,0.627,91.38,100.69,3.0,0.3,1.6,0.07,1.3,1.2,1.5
s3_min0.3_max2_tv0.07_dd1.3_cd1.2_cs1.1,0.346696,72.26,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.0,0.07,1.3,1.2,1.1
s3_min0.3_max2_tv0.07_dd1.3_cd1.2_cs1.3,0.346696,72.26,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.0,0.07,1.3,1.2,1.3
s3_min0.3_max2_tv0.07_dd1.3_cd1.2_cs1.5,0.346696,72.26,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.0,0.07,1.3,1.2,1.5
s3_min0.3_max2.4_tv0.07_dd1.3_cd1.2_cs1.1,0.346696,72.26,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.4,0.07,1.3,1.2,1.1
s3_min0.3_max2.4_tv0.07_dd1.3_cd1.2_cs1.3,0.346696,72.26,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.4,0.07,1.3,1.2,1.3
s3_min0.3_max2.4_tv0.07_dd1.3_cd1.2_cs1.5,0.346696,72.26,23.06,19.71,0.627,91.38,100.69,3.0,0.3,2.4,0.07,1.3,1.2,1.5
s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.1,0.346586,72.25,23.06,19.71,0.626,91.38,100.7,3.0,0.3,1.6,0.07,1.3,1.0,1.1
s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.3,0.346586,72.25,23.06,19.71,0.626,91.38,100.7,3.0,0.3,1.6,0.07,1.3,1.0,1.3
s3_min0.3_max1.6_tv0.07_dd1.3_cd1_cs1.5,0.346586,72.25,23.06,19.71,0.626,91.38,100.7,3.0,0.3,1.6,0.07,1.3,1.0,1.5
s3_min0.3_max2_tv0.07_dd1.3_cd1_cs1.1,0.346586,72.25,23.06,19.71,0.626,91.38,100.7,3.0,0.3,2.0,0.07,1.3,1.0,1.1
s3_min0.3_max2_tv0.07_dd1.3_cd1_cs1.3,0.346586,72.25,23.06,19.71,0.626,91.38,100.7,3.0,0.3,2.0,0.07,1.3,1.0,1.3
s3_min0.3_max2_tv0.07_dd1.3_cd1_cs1.5,0.346586,72.25,23.06,19.71,0.626,91.38,100.7,3.0,0.3,2.0,0.07,1.3,1.0,1.5
s3_min0.3_max2.4_tv0.07_dd1.3_cd1_cs1.1,0.346586,72.25,23.06,19.71,0.626,91.38,100.7,3.0,0.3,2.4,0.07,1.3,1.0,1.1
s3_min0.3_max2.4_tv0.07_dd1.3_cd1_cs1.3,0.346586,72.25,23.06,19.71,0.626,91.38,100.7,3.0,0.3,2.4,0.07,1.3,1.0,1.3
s3_min0.3_max2.4_tv0.07_dd1.3_cd1_cs1.5,0.346586,72.25,23.06,19.71,0.626,91.38,100.7,3.0,0.3,2.4,0.07,1.3,1.0,1.5
s4_min0.5_max2_tv0.1_dd1_cd1.4_cs1.1,0.346247,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.0,0.1,1.0,1.4,1.1
s4_min0.5_max2_tv0.1_dd1_cd1.4_cs1.3,0.346247,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.0,0.1,1.0,1.4,1.3
s4_min0.5_max2_tv0.1_dd1_cd1.4_cs1.5,0.346247,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.0,0.1,1.0,1.4,1.5
s4_min0.5_max2.4_tv0.1_dd1_cd1.4_cs1.1,0.346247,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.4,0.1,1.0,1.4,1.1
s4_min0.5_max2.4_tv0.1_dd1_cd1.4_cs1.3,0.346247,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.4,0.1,1.0,1.4,1.3
s4_min0.5_max2.4_tv0.1_dd1_cd1.4_cs1.5,0.346247,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.4,0.1,1.0,1.4,1.5
s4_min0.5_max1.6_tv0.1_dd1_cd1.4_cs1.1,0.346245,72.55,23.3,19.97,0.628,92.45,101.77,4.0,0.5,1.6,0.1,1.0,1.4,1.1
s4_min0.5_max1.6_tv0.1_dd1_cd1.4_cs1.3,0.346245,72.55,23.3,19.97,0.628,92.45,101.77,4.0,0.5,1.6,0.1,1.0,1.4,1.3
s4_min0.5_max1.6_tv0.1_dd1_cd1.4_cs1.5,0.346245,72.55,23.3,19.97,0.628,92.45,101.77,4.0,0.5,1.6,0.1,1.0,1.4,1.5
s4_min0.5_max2_tv0.1_dd1_cd1.2_cs1.1,0.346166,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.0,0.1,1.0,1.2,1.1
s4_min0.5_max2_tv0.1_dd1_cd1.2_cs1.3,0.346166,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.0,0.1,1.0,1.2,1.3
s4_min0.5_max2_tv0.1_dd1_cd1.2_cs1.5,0.346166,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.0,0.1,1.0,1.2,1.5
s4_min0.5_max2.4_tv0.1_dd1_cd1.2_cs1.1,0.346166,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.4,0.1,1.0,1.2,1.1
s4_min0.5_max2.4_tv0.1_dd1_cd1.2_cs1.3,0.346166,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.4,0.1,1.0,1.2,1.3
s4_min0.5_max2.4_tv0.1_dd1_cd1.2_cs1.5,0.346166,72.55,23.31,19.98,0.628,92.47,101.78,4.0,0.5,2.4,0.1,1.0,1.2,1.5
s4_min0.5_max1.6_tv0.1_dd1_cd1.2_cs1.1,0.346165,72.54,23.3,19.97,0.628,92.45,101.77,4.0,0.5,1.6,0.1,1.0,1.2,1.1
s4_min0.5_max1.6_tv0.1_dd1_cd1.2_cs1.3,0.346165,72.54,23.3,19.97,0.628,92.45,101.77,4.0,0.5,1.6,0.1,1.0,1.2,1.3
s4_min0.5_max1.6_tv0.1_dd1_cd1.2_cs1.5,0.346165,72.54,23.3,19.97,0.628,92.45,101.77,4.0,0.5,1.6,0.1,1.0,1.2,1.5
s4_min0.5_max2_tv0.1_dd1_cd1_cs1.1,0.346091,72.54,23.3,19.97,0.628,92.47,101.78,4.0,0.5,2.0,0.1,1.0,1.0,1.1
s4_min0.5_max2_tv0.1_dd1_cd1_cs1.3,0.346091,72.54,23.3,19.97,0.628,92.47,101.78,4.0,0.5,2.0,0.1,1.0,1.0,1.3
s4_min0.5_max2_tv0.1_dd1_cd1_cs1.5,0.346091,72.54,23.3,19.97,0.628,92.47,101.78,4.0,0.5,2.0,0.1,1.0,1.0,1.5
s4_min0.5_max2.4_tv0.1_dd1_cd1_cs1.1,0.346091,72.54,23.3,19.97,0.628,92.47,101.78,4.0,0.5,2.4,0.1,1.0,1.0,1.1
s4_min0.5_max2.4_tv0.1_dd1_cd1_cs1.3,0.346091,72.54,23.3,19.97,0.628,92.47,101.78,4.0,0.5,2.4,0.1,1.0,1.0,1.3
s4_min0.5_max2.4_tv0.1_dd1_cd1_cs1.5,0.346091,72.54,23.3,19.97,0.628,92.47,101.78,4.0,0.5,2.4,0.1,1.0,1.0,1.5
s4_min0.5_max1.6_tv0.1_dd1_cd1_cs1.1,0.34609,72.53,23.3,19.96,0.628,92.45,101.77,4.0,0.5,1.6,0.1,1.0,1.0,1.1
s4_min0.5_max1.6_tv0.1_dd1_cd1_cs1.3,0.34609,72.53,23.3,19.96,0.628,92.45,101.77,4.0,0.5,1.6,0.1,1.0,1.0,1.3
s4_min0.5_max1.6_tv0.1_dd1_cd1_cs1.5,0.34609,72.53,23.3,19.96,0.628,92.45,101.77,4.0,0.5,1.6,0.1,1.0,1.0,1.5
s5_min0.5_max2_tv0.1_dd1_cd1.4_cs1.1,0.345927,72.23,23.29,19.96,0.628,92.32,100.95,5.0,0.5,2.0,0.1,1.0,1.4,1.1
s5_min0.5_max2_tv0.1_dd1_cd1.4_cs1.3,0.345927,72.23,23.29,19.96,0.628,92.32,100.95,5.0,0.5,2.0,0.1,1.0,1.4,1.3
s5_min0.5_max2_tv0.1_dd1_cd1.4_cs1.5,0.345927,72.23,23.29,19.96,0.628,92.32,100.95,5.0,0.5,2.0,0.1,1.0,1.4,1.5
s5_min0.5_max2.4_tv0.1_dd1_cd1.4_cs1.1,0.345924,72.23,23.29,19.96,0.628,92.32,100.95,5.0,0.5,2.4,0.1,1.0,1.4,1.1
s5_min0.5_max2.4_tv0.1_dd1_cd1.4_cs1.3,0.345924,72.23,23.29,19.96,0.628,92.32,100.95,5.0,0.5,2.4,0.1,1.0,1.4,1.3
s5_min0.5_max2.4_tv0.1_dd1_cd1.4_cs1.5,0.345924,72.23,23.29,19.96,0.628,92.32,100.95,5.0,0.5,2.4,0.1,1.0,1.4,1.5
s5_min0.5_max2_tv0.1_dd1_cd1.2_cs1.1,0.34582,72.22,23.28,19.96,0.628,92.32,100.95,5.0,0.5,2.0,0.1,1.0,1.2,1.1
s5_min0.5_max2_tv0.1_dd1_cd1.2_cs1.3,0.34582,72.22,23.28,19.96,0.628,92.32,100.95,5.0,0.5,2.0,0.1,1.0,1.2,1.3
s5_min0.5_max2_tv0.1_dd1_cd1.2_cs1.5,0.34582,72.22,23.28,19.96,0.628,92.32,100.95,5.0,0.5,2.0,0.1,1.0,1.2,1.5
s5_min0.5_max2.4_tv0.1_dd1_cd1.2_cs1.1,0.345817,72.22,23.28,19.96,0.628,92.32,100.95,5.0,0.5,2.4,0.1,1.0,1.2,1.1
s5_min0.5_max2.4_tv0.1_dd1_cd1.2_cs1.3,0.345817,72.22,23.28,19.96,0.628,92.32,100.95,5.0,0.5,2.4,0.1,1.0,1.2,1.3
s5_min0.5_max2.4_tv0.1_dd1_cd1.2_cs1.5,0.345817,72.22,23.28,19.96,0.628,92.32,100.95,5.0,0.5,2.4,0.1,1.0,1.2,1.5
s5_min0.5_max2_tv0.1_dd1_cd1_cs1.1,0.345733,72.21,23.28,19.95,0.628,92.32,100.95,5.0,0.5,2.0,0.1,1.0,1.0,1.1
s5_min0.5_max2_tv0.1_dd1_cd1_cs1.3,0.345733,72.21,23.28,19.95,0.628,92.32,100.95,5.0,0.5,2.0,0.1,1.0,1.0,1.3
s5_min0.5_max2_tv0.1_dd1_cd1_cs1.5,0.345733,72.21,23.28,19.95,0.628,92.32,100.95,5.0,0.5,2.0,0.1,1.0,1.0,1.5
s5_min0.5_max2.4_tv0.1_dd1_cd1_cs1.1,0.34573,72.21,23.28,19.95,0.628,92.32,100.95,5.0,0.5,2.4,0.1,1.0,1.0,1.1
s5_min0.5_max2.4_tv0.1_dd1_cd1_cs1.3,0.34573,72.21,23.28,19.95,0.628,92.32,100.95,5.0,0.5,2.4,0.1,1.0,1.0,1.3
s5_min0.5_max2.4_tv0.1_dd1_cd1_cs1.5,0.34573,72.21,23.28,19.95,0.628,92.32,100.95,5.0,0.5,2.4,0.1,1.0,1.0,1.5
s5_min0.5_max1.6_tv0.1_dd1_cd1.4_cs1.1,0.345713,72.15,23.25,19.92,0.628,92.24,100.77,5.0,0.5,1.6,0.1,1.0,1.4,1.1
s5_min0.5_max1.6_tv0.1_dd1_cd1.4_cs1.3,0.345713,72.15,23.25,19.92,0.628,92.24,100.77,5.0,0.5,1.6,0.1,1.0,1.4,1.3
s5_min0.5_max1.6_tv0.1_dd1_cd1.4_cs1.5,0.345713,72.15,23.25,19.92,0.628,92.24,100.77,5.0,0.5,1.6,0.1,1.0,1.4,1.5
s4_min0.3_max2_tv0.1_dd1_cd1.4_cs1.1,0.345673,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.0,0.1,1.0,1.4,1.1
s4_min0.3_max2_tv0.1_dd1_cd1.4_cs1.3,0.345673,72.38,23.28,19.94,0.627,92.35,101.44,4.0,0.3,2.0,0.1,1.0,1.4,1.3
